userId,movieId,rating,rating_normalized
424,3949,3.5,0.6666666666666666
307,1222,3.0,0.5555555555555556
149,2011,2.0,0.3333333333333333
514,72171,2.0,0.3333333333333333
222,63082,3.0,0.5555555555555556
305,1086,4.0,0.7777777777777778
414,1840,4.0,0.7777777777777778
68,5618,2.5,0.4444444444444444
55,27831,5.0,1.0
42,3448,5.0,1.0
387,50800,2.0,0.3333333333333333
606,4356,5.0,1.0
304,208,4.0,0.7777777777777778
38,21,3.0,0.5555555555555556
483,3578,3.5,0.6666666666666666
111,1517,4.0,0.7777777777777778
580,1270,3.5,0.6666666666666666
483,5810,1.0,0.1111111111111111
288,2529,5.0,1.0
182,3916,3.0,0.5555555555555556
356,1265,4.0,0.7777777777777778
89,78469,4.0,0.7777777777777778
219,786,3.0,0.5555555555555556
318,87232,3.0,0.5555555555555556
232,648,3.0,0.5555555555555556
430,4232,3.0,0.5555555555555556
339,39183,4.5,0.8888888888888888
51,1304,5.0,1.0
298,53972,2.5,0.4444444444444444
140,1616,3.0,0.5555555555555556
480,1777,4.0,0.7777777777777778
166,1968,2.5,0.4444444444444444
182,4638,2.0,0.3333333333333333
41,6377,4.0,0.7777777777777778
182,8784,4.5,0.8888888888888888
465,1092,4.0,0.7777777777777778
132,2144,3.0,0.5555555555555556
22,63082,0.5,0.0
525,4700,3.5,0.6666666666666666
294,3534,3.0,0.5555555555555556
28,6,3.5,0.6666666666666666
217,410,3.0,0.5555555555555556
142,592,3.0,0.5555555555555556
473,27904,4.0,0.7777777777777778
21,115877,3.5,0.6666666666666666
475,111362,4.5,0.8888888888888888
318,4708,5.0,1.0
577,2415,3.0,0.5555555555555556
140,3985,3.5,0.6666666666666666
582,8368,4.5,0.8888888888888888
312,5433,3.0,0.5555555555555556
177,43936,3.0,0.5555555555555556
474,3044,5.0,1.0
561,8371,2.0,0.3333333333333333
143,103606,4.0,0.7777777777777778
118,2329,3.0,0.5555555555555556
274,8972,3.5,0.6666666666666666
489,1573,3.0,0.5555555555555556
91,6963,4.0,0.7777777777777778
233,3081,4.0,0.7777777777777778
305,52281,5.0,1.0
21,46972,3.5,0.6666666666666666
382,135532,3.5,0.6666666666666666
103,750,3.5,0.6666666666666666
169,4994,4.5,0.8888888888888888
169,2058,4.5,0.8888888888888888
391,2908,5.0,1.0
20,531,4.5,0.8888888888888888
603,4823,1.0,0.1111111111111111
424,628,5.0,1.0
599,32442,2.5,0.4444444444444444
608,595,2.5,0.4444444444444444
474,339,3.5,0.6666666666666666
314,457,3.0,0.5555555555555556
202,1307,5.0,1.0
477,8376,4.5,0.8888888888888888
380,8370,3.0,0.5555555555555556
483,3174,5.0,1.0
572,17,5.0,1.0
21,3638,4.5,0.8888888888888888
298,81537,2.5,0.4444444444444444
47,1259,3.0,0.5555555555555556
221,8364,3.5,0.6666666666666666
17,1258,4.0,0.7777777777777778
323,158,3.0,0.5555555555555556
610,2901,4.0,0.7777777777777778
91,1762,2.5,0.4444444444444444
119,136598,5.0,1.0
475,122918,3.0,0.5555555555555556
246,70286,4.5,0.8888888888888888
111,135861,2.0,0.3333333333333333
609,650,3.0,0.5555555555555556
57,2100,3.0,0.5555555555555556
122,148652,3.5,0.6666666666666666
41,71899,4.0,0.7777777777777778
129,3034,4.0,0.7777777777777778
304,1060,4.0,0.7777777777777778
434,924,4.5,0.8888888888888888
448,114762,1.5,0.2222222222222222
304,1690,2.0,0.3333333333333333
266,32,4.0,0.7777777777777778
497,2712,3.0,0.5555555555555556
186,593,5.0,1.0
600,1126,4.5,0.8888888888888888
204,58559,4.0,0.7777777777777778
592,420,3.0,0.5555555555555556
119,101142,4.0,0.7777777777777778
558,2987,4.0,0.7777777777777778
265,2455,2.0,0.3333333333333333
57,21,3.0,0.5555555555555556
47,49530,3.0,0.5555555555555556
223,51662,3.0,0.5555555555555556
610,464,4.0,0.7777777777777778
534,8368,3.5,0.6666666666666666
57,3255,3.0,0.5555555555555556
170,315,3.0,0.5555555555555556
325,1527,3.0,0.5555555555555556
181,170,3.0,0.5555555555555556
434,1036,4.5,0.8888888888888888
105,3307,5.0,1.0
414,491,4.0,0.7777777777777778
489,53125,2.0,0.3333333333333333
32,203,4.0,0.7777777777777778
232,52973,4.0,0.7777777777777778
247,72998,2.0,0.3333333333333333
381,33004,2.0,0.3333333333333333
488,4027,5.0,1.0
104,47997,4.0,0.7777777777777778
599,3,1.5,0.2222222222222222
599,6882,2.5,0.4444444444444444
21,1214,1.5,0.2222222222222222
68,364,4.5,0.8888888888888888
198,2572,1.0,0.1111111111111111
480,4027,4.5,0.8888888888888888
594,1876,4.5,0.8888888888888888
419,8622,4.0,0.7777777777777778
488,2762,5.0,1.0
21,33493,4.5,0.8888888888888888
19,7,2.0,0.3333333333333333
330,1299,4.0,0.7777777777777778
534,59022,3.5,0.6666666666666666
489,6287,2.5,0.4444444444444444
387,2579,3.5,0.6666666666666666
443,116823,5.0,1.0
572,3074,5.0,1.0
599,167706,2.5,0.4444444444444444
369,2174,3.5,0.6666666666666666
275,5464,2.0,0.3333333333333333
327,1202,3.5,0.6666666666666666
416,1296,3.5,0.6666666666666666
288,1515,2.0,0.3333333333333333
39,1210,5.0,1.0
308,318,1.0,0.1111111111111111
16,858,2.5,0.4444444444444444
4,1203,5.0,1.0
462,1721,2.5,0.4444444444444444
212,50872,3.0,0.5555555555555556
290,955,5.0,1.0
232,5092,2.5,0.4444444444444444
599,188,2.5,0.4444444444444444
135,2735,4.0,0.7777777777777778
570,903,2.5,0.4444444444444444
11,780,4.0,0.7777777777777778
474,3270,2.5,0.4444444444444444
285,1193,5.0,1.0
385,750,5.0,1.0
232,78209,3.5,0.6666666666666666
414,51931,3.5,0.6666666666666666
448,55765,4.0,0.7777777777777778
288,318,5.0,1.0
274,4545,3.0,0.5555555555555556
428,1148,3.0,0.5555555555555556
599,104017,0.5,0.0
603,1735,4.0,0.7777777777777778
561,2763,2.5,0.4444444444444444
599,166528,3.0,0.5555555555555556
520,3948,4.0,0.7777777777777778
63,1965,4.5,0.8888888888888888
19,2000,3.0,0.5555555555555556
112,95,1.5,0.2222222222222222
474,970,3.5,0.6666666666666666
200,47,4.0,0.7777777777777778
447,160,2.0,0.3333333333333333
356,1610,4.0,0.7777777777777778
212,146656,3.5,0.6666666666666666
603,1721,3.0,0.5555555555555556
580,1527,4.5,0.8888888888888888
561,1544,2.5,0.4444444444444444
86,72356,4.5,0.8888888888888888
307,4642,2.0,0.3333333333333333
249,6874,4.5,0.8888888888888888
422,1250,4.0,0.7777777777777778
560,208,3.5,0.6666666666666666
122,1968,4.5,0.8888888888888888
352,68791,3.5,0.6666666666666666
590,64620,4.0,0.7777777777777778
8,296,4.0,0.7777777777777778
274,145,2.0,0.3333333333333333
19,2139,3.0,0.5555555555555556
448,87869,3.0,0.5555555555555556
232,5572,2.5,0.4444444444444444
254,3362,4.0,0.7777777777777778
202,150,4.0,0.7777777777777778
387,7102,3.0,0.5555555555555556
531,4284,3.0,0.5555555555555556
372,1201,4.0,0.7777777777777778
132,3863,3.0,0.5555555555555556
465,2987,4.0,0.7777777777777778
42,2294,3.0,0.5555555555555556
573,6378,4.0,0.7777777777777778
594,48,4.5,0.8888888888888888
608,575,0.5,0.0
380,1148,5.0,1.0
318,92637,3.5,0.6666666666666666
520,2015,3.5,0.6666666666666666
68,3259,2.5,0.4444444444444444
6,240,3.0,0.5555555555555556
230,2081,2.0,0.3333333333333333
140,7143,3.5,0.6666666666666666
314,380,2.0,0.3333333333333333
542,3717,2.5,0.4444444444444444
244,1754,4.0,0.7777777777777778
347,10,4.0,0.7777777777777778
217,518,3.0,0.5555555555555556
286,4718,0.5,0.0
68,1438,3.0,0.5555555555555556
452,442,4.0,0.7777777777777778
438,4718,4.0,0.7777777777777778
62,858,5.0,1.0
235,593,5.0,1.0
500,1914,1.0,0.1111111111111111
265,281,3.0,0.5555555555555556
169,3948,5.0,1.0
469,2243,4.0,0.7777777777777778
231,63082,5.0,1.0
282,50,4.5,0.8888888888888888
307,2962,3.0,0.5555555555555556
59,527,5.0,1.0
125,35836,4.0,0.7777777777777778
18,145,3.5,0.6666666666666666
184,164179,5.0,1.0
597,1395,4.0,0.7777777777777778
117,616,4.0,0.7777777777777778
425,2722,4.0,0.7777777777777778
140,1201,4.0,0.7777777777777778
122,47997,5.0,1.0
62,1645,5.0,1.0
533,54995,5.0,1.0
396,1597,0.5,0.0
243,527,3.0,0.5555555555555556
160,1488,1.0,0.1111111111111111
177,55290,3.5,0.6666666666666666
111,56174,2.5,0.4444444444444444
606,6996,1.5,0.2222222222222222
380,147374,3.0,0.5555555555555556
304,1726,5.0,1.0
64,7139,4.5,0.8888888888888888
45,2174,3.0,0.5555555555555556
153,788,0.5,0.0
432,4235,4.0,0.7777777777777778
115,1777,3.0,0.5555555555555556
474,7102,3.0,0.5555555555555556
594,6996,4.0,0.7777777777777778
483,5903,3.5,0.6666666666666666
137,1230,5.0,1.0
216,1125,3.0,0.5555555555555556
477,4874,4.0,0.7777777777777778
452,2529,4.0,0.7777777777777778
132,1206,3.5,0.6666666666666666
474,6584,3.0,0.5555555555555556
91,2993,3.0,0.5555555555555556
91,2518,2.5,0.4444444444444444
73,79091,3.5,0.6666666666666666
599,27397,3.0,0.5555555555555556
193,480,2.0,0.3333333333333333
495,53322,4.0,0.7777777777777778
599,6003,3.0,0.5555555555555556
340,592,5.0,1.0
200,4979,2.5,0.4444444444444444
274,2617,3.5,0.6666666666666666
286,3897,3.5,0.6666666666666666
50,69644,1.0,0.1111111111111111
318,2105,4.0,0.7777777777777778
380,40148,2.0,0.3333333333333333
7,1617,3.0,0.5555555555555556
570,160,2.5,0.4444444444444444
448,82852,2.0,0.3333333333333333
477,51255,4.5,0.8888888888888888
483,62113,3.5,0.6666666666666666
187,1241,4.5,0.8888888888888888
307,5991,3.0,0.5555555555555556
129,1527,4.5,0.8888888888888888
191,303,1.0,0.1111111111111111
213,69757,4.5,0.8888888888888888
477,51939,4.0,0.7777777777777778
474,3194,3.5,0.6666666666666666
328,527,5.0,1.0
547,2919,3.0,0.5555555555555556
